"Entity","Region","Ownership","Deal Type","Level 4","Trade ID","Trade Description","CounterParty","Broker","Deal Type","Trade Type","Trade Date","Effective Date","Expiry Date","Has Unwinds","Option/Commitment Type","Barrier Type","Buy/Sell - 1","Pay/Receive - 1","Option Type / Interest Type - 1","Price Index - 1","Future","Number Of Contracts","Ccy1","Notional1","Unit - 1","Current Period IR Rate1","Current Period IR Spread1 bps","Strike","Buy/Sell - 2","Pay/Receive - 2","Option Type / Interest Type-2","Price Index - 2","Ccy2","Notional2","Available Balance to Draw","Unit - 2","Current Period IR Rate2","Current Period IR Spread2 bps","Original Tenor","Current Tenor","Proceeds","Debt Instrument","Trade Discount Rate","Trade Yield","Trade Price","Cpty Trade Id","Alternate Trade Id","Trade Group","Asset Class","Current Version","Trade In Link","Linked Proportion","Linked Notional Amount"
"AU-ICON MARS PROP OWNER P","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10647","Icon  Pool 3b Loan #  3740638 New York Life","5-A-NEW YORK LIFE- US","","Actual","Loan","2015-02-26","2015-02-26","2025-02-26","No","Asset/Liability","","","Pay","Fixed","","","","USD","-286000000","","0.042440460","","","","","","","","","","","","","3653","2072","286000000.0000","Interest-Bearing","0.00000000000000","0.03991566480000","1.00000000000000","","Icon 3b NYL","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","5","No","0.000000000000000","0.0000"
"AU-ICON MARS PROP OWNER P","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10648","Icon  Pool 3b Loan #  3740637 New York Life","5-A-NEW YORK LIFE- US","","Actual","Loan","2015-02-26","2015-02-26","2025-02-26","No","Asset/Liability","","","Pay","Fixed","","","","USD","-236543893","","0.037218780","","","","","","","","","","","","","3653","2072","236543893.0000","Interest-Bearing","0.00000000000000","0.03991566480000","1.00000000000000","","Icon 3b NYL","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","4","No","0.000000000000000","0.0000"
"AU-ICON OWNER POOL 1 TEXA","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10653","Icon  Pool 2a Loan #  300801219 Bank of America","5-A-BANK OF AMERICA - US","","Actual","Loan","2015-02-26","2015-02-26","2022-02-04","No","Asset/Liability","","","Pay","Fixed","","","","USD","-335625000","","0.038543930","","","","","","","","","","","","","2535","954","335625000.0000","Interest-Bearing","0.00000000000000","0.03816078040000","1.00000000000000","","Icon 2a BOA","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","8","No","0.000000000000000","0.0000"
"AU-ICON MARS PROP OWNER P","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10654","Icon  Pool 3b Loan #  3740636 New York Life","5-A-NEW YORK LIFE- US","","Actual","Loan","2015-02-26","2015-02-26","2025-02-26","No","Asset/Liability","","","Pay","Fixed","","","","USD","-263456107","","0.037218780","","","","","","","","","","","","","3653","2072","263456107.0000","Interest-Bearing","0.00000000000000","0.03991566480000","1.00000000000000","","Icon 3b NYL","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","5","No","0.000000000000000","0.0000"
"AU-ICON OWNER POOL 1 TEXA","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10655","Icon  Pool 2a Loan #  453000240 Morgan Stanley","5-A-MORGAN STANLEY - US","","Actual","Loan","2015-02-26","2015-02-26","2022-02-04","No","Asset/Liability","","","Pay","Fixed","","","","USD","-335625000","","0.038543930","","","","","","","","","","","","","2535","954","335625000.0000","Interest-Bearing","0.00000000000000","0.03816078040000","1.00000000000000","","Icon 2a MS","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","8","No","0.000000000000000","0.0000"
"AU-ICON NV HUGHES OP3 NEV","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10656","Icon  Pool 3a Loan #  300801221 Bank of America","5-A-BANK OF AMERICA - US","","Actual","Loan","2015-02-26","2015-02-26","2025-02-06","No","Asset/Liability","","","Pay","Fixed","","","","USD","-205500000","","0.042317910","","","","","","","","","","","","","3633","2052","205500000.0000","Interest-Bearing","0.00000000000000","0.04189399610000","1.00000000000000","","Icon 3a BOA","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","9","No","0.000000000000000","0.0000"
"AU-ICON NV HUGHES OP3 NEV","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10657","Icon  Pool 3a Loan #  453000242 Morgan Stanley","5-A-MORGAN STANLEY - US","","Actual","Loan","2015-02-26","2015-02-26","2025-02-06","No","Asset/Liability","","","Pay","Fixed","","","","USD","-205500000","","0.042317910","","","","","","","","","","","","","3633","2052","205500000.0000","Interest-Bearing","0.00000000000000","0.04189399610000","1.00000000000000","","Icon 3a MS","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","9","No","0.000000000000000","0.0000"
"AU-ICON OWNER POOL 5 GA/F","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10659","Icon  Pool 3c Loan #  3740640 New York Life","5-A-NEW YORK LIFE- US","","Actual","Loan","2015-02-26","2015-02-26","2025-02-06","No","Asset/Liability","","","Pay","Fixed","","","","USD","-200000000","","0.042776280","","","","","","","","","","","","","3633","2052","200000000.0000","Interest-Bearing","0.00000000000000","0.04234737930000","1.00000000000000","","Icon 3c NYL","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","8","No","0.000000000000000","0.0000"
"AU-ICON OWNER POOL 5 GA/F","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","10660","Icon  Pool 3c Loan #  3740639 New York Life","5-A-NEW YORK LIFE- US","","Actual","Loan","2015-02-26","2015-02-26","2025-02-06","No","Asset/Liability","","","Pay","Fixed","","","","USD","-385000000","","0.037218780","","","","","","","","","","","","","3633","2052","385000000.0000","Interest-Bearing","0.00000000000000","0.03684981760000","1.00000000000000","","Icon 3c NYL","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","9","No","0.000000000000000","0.0000"
"CLF-21127-SHANGHAI APELOA","China","China Portfolio","Project Finance","21127 CLF-Shanghai Apeloa PR CMB 213million facility","10698","1.0 YR  FIXED RATE LOAN: PAY 5.90000% CNY   10.5 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-04-17","2015-04-17","2024-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-7203121.1","","0.049000000","","","","","","","","","","","","","3536","2005","10477261.1000","Interest-Bearing","0.00000000000000","0.07153298880000","1.00000000000000","","Puluokangyu","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"JU-AYASE LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse loan","","10700","10 YR  FIXED RATE LOAN: PAY 0.84337% JPY  364.0 M  REPAY: TERM  MAT: 30-APR-2025","2-J-SUMITOMO M TRUST","","Actual","Loan","2015-03-31","2015-04-30","2025-04-30","No","Asset/Liability","","","Pay","Fixed","","","","JPY","-364000000","","0.008433700","","","","","","","","","","","","","3653","2135","","Interest-Bearing","0.00000000000000","0.00844404510000","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","5","No","0.000000000000000","0.0000"
"JU-AYASE LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse loan","","10701","10 YR  FIXED RATE LOAN: PAY 0.84337% JPY  493.0 M  REPAY: TERM  MAT: 30-APR-2025","2-J-SUMITOMO M TRUST","","Actual","Loan","2015-03-31","2015-04-30","2025-04-30","No","Asset/Liability","","","Pay","Fixed","","","","JPY","-493000000","","0.008433700","","","","","","","","","","","","","3653","2135","","Interest-Bearing","0.00000000000000","0.00837239340000","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","4","No","0.000000000000000","0.0000"
"JU-AYASE LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse loan","","10746","10 YR  FIXED RATE LOAN: PAY 0.84337% JPY 2661.0 M  REPAY: TERM  MAT: 30-APR-2025","2-J-SUMITOMO M TRUST","","Actual","Loan","2015-03-31","2015-04-30","2025-04-30","No","Asset/Liability","","","Pay","Fixed","","","","JPY","-2661000000","","0.008433700","","","","","","","","","","","","","3653","2135","","Interest-Bearing","0.00000000000000","0.00837823610000","1.00000000000000","","JCE","NON RECOURSE LOAN","Interest Rate","3","No","0.000000000000000","0.0000"
"JU-AYASE LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse bond","","10747","10 YR  FIXED RATE LOAN: PAY 0.84337% JPY 5082.0 M  REPAY: TERM  MAT: 30-APR-2025","2-J-SUMITOMO M TRUST","","Actual","Loan","2015-03-31","2015-04-30","2025-04-30","No","Asset/Liability","","","Pay","Fixed","","","","JPY","-5082000000","","0.008433700","","","","","","","","","","","","","3653","2135","","Interest-Bearing","0.00000000000000","0.00837823610000","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","3","No","0.000000000000000","0.0000"
"C-21105-XIAMEN PULONG LF","China","China Portfolio","Project Finance","21105 C-Xiamen Pulong BOC 77million facility","10752","9.7 YR  FIXED RATE LOAN: PAY 4.90000% CNY    2.0 M  REPAY: SCHEDULE  MAT: 18-DEC-2024","3-C-BOC XIAMEN XIANGAN BR","","Actual","Loan","2015-04-10","2015-04-10","2024-12-18","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1272727.3","","0.049000000","","","","","","","","","","","","","3540","2002","2000000.0000","Interest-Bearing","0.00000000000000","0.04333639610000","1.00000000000000","","xiangan","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 58.15million facility","10753","8.7 YR  FIXED RATE LOAN: PAY 4.90000% CNY  288.0 K  REPAY: SCHEDULE  MAT: 21-DEC-2023","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2015-04-15","2015-04-15","2023-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-167217","","0.049000000","","","","","","","","","","","","","3172","1639","683580.0000","Interest-Bearing","0.00000000000000","0.05298694990000","1.00000000000000","","pinggu","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"CLF-21095-YANGZHOU PUJIA","China","China Portfolio","Project Finance","21095 CLF-YANGZHOU PUJIA CMB 29million facility","10754","1.0 YR  FIXED RATE LOAN: PAY 5.90000% CNY    5.5 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-04-15","2015-04-15","2024-06-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3437500","","0.049000000","","","","","","","","","","","","","3355","1822","5500000.0000","Interest-Bearing","0.00000000000000","0.05820305780000","1.00000000000000","","Yangzhou","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CU-23002-SHLINGADEV","China","China Portfolio","Project Finance","23002 CU-Shanghai Lingang GLP Intl LDev EXIM 100million facility","10895","153 DAY  FIXED RATE LOAN: PAY 5.08500% CNY    5.0 M  REPAY: SCHEDULE  MAT: 29-OCT-2015","3-C-EXIM SHANGHAI","","Actual","Loan","2015-05-29","2015-05-29","2025-06-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-5000000","","0.044100000","","","","","","","","","","","","","3676","2187","5000000.0000","Interest-Bearing","0.00000000000000","0.05090516500000","1.00000000000000","","Lingang","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"CU-23002-SHLINGADEV","China","China Portfolio","Project Finance","23002 CU-Shanghai Lingang GLP Intl LDev EXIM 130million facility","10896","92 DAY  FIXED RATE LOAN: PAY 5.08500% CNY    5.0 M  REPAY: SCHEDULE  MAT: 29-AUG-2015","3-C-EXIM SHANGHAI","","Actual","Loan","2015-05-29","2015-05-29","2023-06-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-5000000","","0.048600000","","","","","","","","","","","","","2945","1456","5000000.0000","Interest-Bearing","0.00000000000000","0.05084132360000","1.00000000000000","","Lingang","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21087-NANJING PULONG","China","China Portfolio","Project Finance","21087 CLF-Nanjing Pulong LF CMB 36million facility","10901","332 DAY  FIXED RATE LOAN: PAY 5.90000% CNY   13.5 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-05-05","2015-05-05","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-8878551.73","","0.049000000","","","","","","","","","","","","","3427","1914","13529221.6000","Interest-Bearing","0.00000000000000","0.05872550680000","1.00000000000000","","Longtan","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"S-GLP PTE LTD","Singapore","GLP Listco Deals","Bond Issuance","USD Bond Issuance","10940","10 YR  FIXED RATE LOAN: PAY 3.87500% USD 1000.0 M  REPAY: TERM  MAT: 04-JUN-2025","1-S-CITIBANK NA - SG","","Actual","Loan","2015-06-04","2015-06-04","2025-06-04","No","Asset/Liability","","","Pay","Fixed","","","","USD","-1000000000","","0.038750000","","","","","","","","","","","","","3653","2170","992220000.0000","Interest-Bearing","0.00076671230000","0.03968652440000","0.99222000000000","","","BOND ISSUANCE","Interest Rate","3","No","0.000000000000000","0.0000"
"C-21108-DONGGUAN SHIPAI D","China","China Portfolio","Project Finance","21108 C-DONGGUAN SHIPAI CMB 109.1million facility","10956","9.3 YR  FIXED RATE LOAN: PAY 5.65000% CNY    6.5 M  REPAY: SCHEDULE  MAT: 26-AUG-2024","3-C-CMB DONGGUAN","","Actual","Loan","2015-05-21","2015-05-21","2024-08-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-4290269.05","","0.056500000","","","","","","","","","","","","","3383","1886","6537552.7700","Interest-Bearing","0.00000000000000","0.05649352630000","1.00000000000000","","Dongguan shipai","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-21108-DONGGUAN SHIPAI D","China","China Portfolio","Project Finance","21108 C-DONGGUAN SHIPAI CMB 109.1million facility","10957","9.3 YR  FIXED RATE LOAN: PAY 5.65000% CNY    4.9 M  REPAY: SCHEDULE  MAT: 26-AUG-2024","3-C-CMB DONGGUAN","","Actual","Loan","2015-05-25","2015-05-25","2024-08-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3183928.07","","0.056500000","","","","","","","","","","","","","3379","1886","4851700.0000","Interest-Bearing","0.00000000000000","0.05649024660000","1.00000000000000","","Dongguan shipai","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21098-XIAOGAN PUXIAO","China","China Portfolio","Project Finance","21098 C-CLF-Hubei Puxiao CMB 19.7million facility","10959","310 DAY  FIXED RATE LOAN: PAY 5.65000% CNY    1.8 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-05-27","2015-05-27","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1161352.33","","0.049000000","","","","","","","","","","","","","3405","1914","1769679.7200","Interest-Bearing","0.00000000000000","0.05594727670000","1.00000000000000","","xiaogan","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"CLF-21107-GLP JINAN LOGIS","China","China Portfolio","Project Finance","21107-CLF-GLP Jinan LF CMB 18.6million facility","10962","325 DAY  FIXED RATE LOAN: PAY 5.65000% CNY    9.0 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-05-12","2015-05-12","2024-06-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-5631121.5","","0.049000000","","","","","","","","","","","","","3328","1822","9009793.5000","Interest-Bearing","0.00000000000000","0.06513420360000","1.00000000000000","","Jinan","PROJECT FINANCING","Interest Rate","6","No","0.000000000000000","0.0000"
"CLF-21088-SHSUPCHAIN","China","China Portfolio","Project Finance","21088 CLF-Shanghai Intl Supply CMB 187.1million facility","10963","317 DAY  FIXED RATE LOAN: PAY 5.65000% CNY   72.9 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-05-20","2015-05-20","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-47818474.49","","0.049000000","","","","","","","","","","","","","3412","1914","72866246.8000","Interest-Bearing","0.00000000000000","0.05622505650000","1.00000000000000","","Baoshan","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"CLF-21088-SHSUPCHAIN","China","China Portfolio","Project Finance","21088 CLF-Shanghai Intl Supply CMB 187.1million facility","11177","291 DAY  FIXED RATE LOAN: PAY 5.65000% CNY    4.3 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-06-15","2015-06-15","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2798985","","0.049000000","","","","","","","","","","","","","3386","1914","4265120.0000","Interest-Bearing","0.00000000000000","0.05619521350000","1.00000000000000","","Baoshan","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"CLF-21127-SHANGHAI APELOA","China","China Portfolio","Project Finance","21127 CLF-Shanghai Apeloa PR CMB 213million facility","11178","303 DAY  FIXED RATE LOAN: PAY 5.65000% CNY    2.4 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-06-03","2015-06-03","2024-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1617253.7","","0.049000000","","","","","","","","","","","","","3489","2005","2352369.0000","Interest-Bearing","0.00000000000000","0.06208806900000","1.00000000000000","","Puluokangyu","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21127-SHANGHAI APELOA","China","China Portfolio","Project Finance","21127 CLF-Shanghai Apeloa PR CMB 213million facility","11179","291 DAY  FIXED RATE LOAN: PAY 5.65000% CNY  680.3 K  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-06-15","2015-06-15","2024-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-467685.4","","0.049000000","","","","","","","","","","","","","3477","2005","680269.6000","Interest-Bearing","0.00000000000000","0.00000100000000","1.00000000000000","","Puluokangyu","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-23018-XIANSCTECH","China","China Portfolio","Project Finance","23018 C-I-Park Xi An Science and Tech BOComm 285million facility","11180","1 YR  FIXED RATE LOAN: PAY 5.65000% CNY    6.6 M  REPAY: SCHEDULE  MAT: 29-MAY-2016","3-C-BCOM XIAN CHENGXI","","Actual","Loan","2015-05-29","2015-05-29","2021-08-11","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3418000","","0.049000000","","","","","","","","","","","","","2266","777","6600000.0000","Interest-Bearing","0.00000000000000","0.06163527250000","1.00000000000000","","Xi an","PROJECT FINANCING","Interest Rate","6","No","0.000000000000000","0.0000"
"CLF-21079-NANJING PURUI L","China","China Portfolio","Project Finance","21079 CLF-Nanjing Purui LF CMB 14.7million facility","11356","280 DAY  FIXED RATE LOAN: PAY 5.65000% CNY    5.0 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-06-26","2015-06-26","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3258072.86","","0.049000000","","","","","","","","","","","","","3375","1914","4964682.3800","Interest-Bearing","0.00000000000000","0.06120264580000","1.00000000000000","","Lishui","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-23027-SHAOXING PUJIAN S","China","China Portfolio","Project Finance","23027 C-Shaoxing Pujian S&T Ind BOC 100 million facility","11357","7 YR  FIXED RATE LOAN: PAY 5.40000% CNY   23.1 M  REPAY: SCHEDULE  MAT: 30-JUN-2022","3-C-BOC SHAOXING","","Actual","Loan","2015-06-30","2015-06-30","2022-06-30","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-23147229.1","","0.054000000","","","","","","","","","","","","","2557","1100","23147229.1000","Interest-Bearing","0.00000000000000","0.06150372600000","1.00000000000000","","Shaoxing Pujian","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"CLF-21113-TIANJIN PU CHEN","China","China Portfolio","Project Finance","21113 CLF-TIANJIN PUCHEN CMB 47million facility","11428","287 DAY  FIXED RATE LOAN: PAY 5.65000% CNY    9.9 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-06-19","2015-06-19","2024-07-27","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6502067.63","","0.049000000","","","","","","","","","","","","","3326","1858","9907912.4900","Interest-Bearing","0.00000000000000","0.05644758900000","1.00000000000000","","puchen","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21106-GLP GUANGHAN LO","China","China Portfolio","Project Finance","21106 CLF-Guanghan CMB 51.9million facility","11429","298 DAY  FIXED RATE LOAN: PAY 5.65000% CNY   30.7 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-06-08","2015-06-08","2024-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-21076247.15","","0.049000000","","","","","","","","","","","","","3484","2005","30656359.3500","Interest-Bearing","0.00000000000000","0.05599868770000","1.00000000000000","","Guanghan","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-21108-DONGGUAN SHIPAI D","China","China Portfolio","Project Finance","21108 C-DONGGUAN SHIPAI CMB 109.1million facility","11430","9.2 YR  FIXED RATE LOAN: PAY 5.65000% CNY  999.4 K  REPAY: SCHEDULE  MAT: 26-AUG-2024","3-C-CMB DONGGUAN","","Actual","Loan","2015-06-16","2015-06-16","2024-08-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-655865.55","","0.056500000","","","","","","","","","","","","","3357","1886","999414.1400","Interest-Bearing","0.00000000000000","0.05650613670000","1.00000000000000","","Dongguan shipai","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-21105-XIAMEN PULONG LF","China","China Portfolio","Project Finance","21105 C-Xiamen Pulong BOC 77million facility","11431","9.5 YR  FIXED RATE LOAN: PAY 4.90000% CNY   32.8 M  REPAY: SCHEDULE  MAT: 18-DEC-2024","3-C-BOC XIAMEN XIANGAN BR","","Actual","Loan","2015-06-16","2015-06-16","2024-12-18","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-20889832.72","","0.049000000","","","","","","","","","","","","","3473","2002","32826880.0000","Interest-Bearing","0.00000000000000","0.04715758920000","1.00000000000000","","xiangan","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"C-21080-PUGAO L","China","China Portfolio","Project Finance","21080 C-Shanghai Pugao BOC 600million facility","11432","10 YR  FIXED RATE LOAN: PAY 5.14000% CNY  123.0 M  REPAY: SCHEDULE  MAT: 11-JUN-2025","3-C-BOC BAOSHAN BRANCH","","Actual","Loan","2015-06-11","2015-06-11","2025-06-11","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-118000000","","0.051400000","","","","","","","","","","","","","3653","2177","123000000.0000","Interest-Bearing","0.00000000000000","0.05139567950000","1.00000000000000","","pugao","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CU-23020-DONGGHUMEN","China","China Portfolio","Project Finance","23020 CU-Dongguan Humen CMB 65million facility","11439","5.6 YR  FIXED RATE LOAN: PAY 5.65000% CNY    4.3 M  REPAY: SCHEDULE  MAT: 21-DEC-2020","3-C-CMB DONGGUAN HUMENGAN","","Actual","Loan","2015-06-02","2015-06-02","2020-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-4320000","","0.056500000","","","","","","","","","","","","","2029","544","4320000.0000","Interest-Bearing","0.00000000000000","0.05649102620000","1.00000000000000","","Dongguan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"S-CLFONESGH","China","China Portfolio","Project Finance","11006 CLF One Singapore USD490 million facility","11440","4.3 YR  FLOATING RATE LOAN: PAY 6M Libor +200 bp USD    6.1 M  REPAY: SCHEDULE  MAT: 07-OCT-2019","1-S-CMB-NY","","Actual","Loan","2015-06-10","2015-06-10","2019-10-07","No","Asset/Liability","","","Pay","Floating","Libor","","","USD","-5220000","","0.024530000","0.0200000000","","","","","","","","","","","","1580","103","6100000.0000","Interest-Bearing","0.00000000000000","0.03489387600000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","23","No","0.000000000000000","0.0000"
"S-CLFONESGH","China","China Portfolio","Project Finance","11006 CLF One Singapore USD490 million facility","11441","4.3 YR  FLOATING RATE LOAN: PAY 6M Libor +200 bp USD    9.5 M  REPAY: SCHEDULE  MAT: 07-OCT-2019","1-S-CMB-NY","","Actual","Loan","2015-06-10","2015-06-10","2019-10-07","No","Asset/Liability","","","Pay","Floating","Libor","","","USD","-8550000","","0.024530000","0.0200000000","","","","","","","","","","","","1580","103","9500000.0000","Interest-Bearing","0.00000000000000","0.03493433190000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","19","No","0.000000000000000","0.0000"
"CLF-21088-SHSUPCHAIN","China","China Portfolio","Project Finance","21088 CLF-Shanghai Intl Supply CMB 187.1million facility","11593","255 DAY  FIXED RATE LOAN: PAY 5.40000% CNY   18.4 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-07-21","2015-07-21","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-12061875","","0.049000000","","","","","","","","","","","","","3350","1914","18380000.0000","Interest-Bearing","0.00000000000000","0.05620471120000","1.00000000000000","","Baoshan","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"CLF-21127-SHANGHAI APELOA","China","China Portfolio","Project Finance","21127 CLF-Shanghai Apeloa PR CMB 213million facility","11594","259 DAY  FIXED RATE LOAN: PAY 5.40000% CNY  383.2 K  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-07-17","2015-07-17","2024-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-263462.3","","0.049000000","","","","","","","","","","","","","3445","2005","383218.0000","Interest-Bearing","0.00000000000000","0.03879669280000","1.00000000000000","","Puluokangyu","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"C-23018-XIANSCTECH","China","China Portfolio","Project Finance","23018 C-I-Park Xi An Science and Tech BOComm 285million facility","11595","1 YR  FIXED RATE LOAN: PAY 5.40000% CNY    9.5 M  REPAY: SCHEDULE  MAT: 15-JUL-2016","3-C-BCOM XIAN CHENGXI","","Actual","Loan","2015-07-15","2015-07-15","2021-08-11","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-4954000","","0.049000000","","","","","","","","","","","","","2219","777","9500000.0000","Interest-Bearing","-0.00004101460000","0.05641939570000","1.00025269540000","","Xi'an","PROJECT FINANCING","Interest Rate","7","No","0.000000000000000","0.0000"
"CLF-21090-WUXI PUER LF","China","China Portfolio","Project Finance","21090 CLF-Wuxi Puer LF CMB 34million facility","11602","256 DAY  FIXED RATE LOAN: PAY 5.40000% CNY   15.3 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB WUXI XISHAN","","Actual","Loan","2015-07-20","2015-07-20","2025-07-19","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-11969765.89","","0.049000000","","","","","","","","","","","","","3652","2215","15321300.3000","Interest-Bearing","0.00000000000000","0.05375316850000","1.00000000000000","","Ehu II","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
