Statement Date,Branch Name,Branch Number,Account Number,Account Currency,Opening Available Balance,Current/Closing Available Balance,Opening Ledger Balance,Current/Closing Ledger Balance,Account Name,Account Type,Customer Name,Customer Number,Last Entry Date,IBAN Number,Calculated Balances,Overdraft Amount
12/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"5,091,754.03","5,091,754.03","5,091,754.03","5,091,754.03",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
13/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"5,091,754.03","15,591,716.27","5,091,754.03","15,591,716.27",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
14/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"15,591,716.27","16,090,649.22","15,591,716.27","16,090,649.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
15/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"16,090,649.22","16,090,649.22","16,090,649.22","16,090,649.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
17/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"16,090,649.22","16,090,649.22","16,090,649.22","16,090,649.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
18/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"16,090,649.22","6,090,613.34","16,090,649.22","6,090,613.34",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
19/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"6,090,613.34","6,090,613.34","6,090,613.34","6,090,613.34",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
20/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"6,090,613.34","2,225,813.34","6,090,613.34","2,225,813.34",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
21/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"2,225,813.34","1,991,568.56","2,225,813.34","1,991,568.56",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
22/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"1,991,568.56","1,991,568.56","1,991,568.56","1,991,568.56",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
24/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"1,991,568.56","1,991,568.56","1,991,568.56","1,991,568.56",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
25/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"1,991,568.56","4,383,303.19","1,991,568.56","4,383,303.19",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
26/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"4,383,303.19","4,435,883.90","4,383,303.19","4,435,883.90",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,No,
27/6/2019,CITIBANK N.A. HONG KONG,712,1186218015,USD,"4,435,883.90","4,436,063.42","4,435,883.90","4,436,063.42",GLP PTE LTD,Current Account,GLP PTE. LTD.,186218,26/6/2019,,Yes,
2/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,889,527.61","2,911,184.95","2,911,184.95","2,911,184.95",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
3/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,911,184.95","2,911,184.95","2,911,184.95","2,911,184.95",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
4/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,911,184.95","2,911,184.95","2,911,184.95","2,911,184.95",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
5/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,911,184.95","2,911,184.95","2,911,184.95","2,911,184.95",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
7/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,911,184.95","15,117,497.95","2,911,184.95","15,117,497.95",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
8/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,117,497.95","14,871,397.73","15,117,497.95","14,871,397.73",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
9/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"14,871,397.73","14,858,356.72","14,871,397.73","14,858,356.72",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
10/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"14,858,356.72","14,858,356.72","14,858,356.72","14,858,356.72",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
11/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"14,858,356.72","14,858,356.72","14,858,356.72","14,858,356.72",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
12/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"14,858,356.72","14,858,356.72","14,858,356.72","14,858,356.72",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
14/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"14,858,356.72","14,734,569.72","14,858,356.72","14,734,569.72",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
15/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"14,734,569.72","110,790,632.72","14,734,569.72","110,790,632.72",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
16/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"110,790,632.72","110,790,632.72","110,790,632.72","110,790,632.72",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
17/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"110,790,632.72","8,655,840.78","110,790,632.72","8,655,840.78",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
18/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"8,655,840.78","9,178,701.69","8,655,840.78","9,178,701.69",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
19/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"9,178,701.69","9,178,701.69","9,178,701.69","9,178,701.69",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
21/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"9,178,701.69","9,178,701.69","9,178,701.69","9,178,701.69",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
22/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"9,178,701.69","9,045,331.36","9,178,701.69","9,045,331.36",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
23/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"9,045,331.36","7,895,964.90","9,045,331.36","7,895,964.90",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
24/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,895,964.90","390,010.20","7,895,964.90","390,010.20",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
25/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"390,010.20","300,457.42","390,010.20","300,457.42",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
26/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"300,457.42","300,457.42","300,457.42","300,457.42",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
28/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"300,457.42","5,880.62","300,457.42","5,880.62",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
29/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"5,880.62","5,880.62","5,880.62","5,880.62",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
30/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"5,880.62","1,611,800.62","5,880.62","1,611,800.62",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
31/1/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,611,800.62","19,087,824.82","1,611,800.62","19,099,087.55",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
1/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"19,087,824.82","19,098,711.24","19,099,087.55","19,098,711.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
2/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"19,098,711.24","19,098,711.24","19,098,711.24","19,098,711.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
4/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"19,098,711.24","15,967,401.83","19,098,711.24","15,967,401.83",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
7/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,967,401.83","15,967,401.83","15,967,401.83","15,967,401.83",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
8/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,967,401.83","15,967,401.83","15,967,401.83","15,967,401.83",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
9/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,967,401.83","15,967,401.83","15,967,401.83","15,967,401.83",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
11/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,967,401.83","16,052,813.61","15,967,401.83","16,052,813.61",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
12/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,052,813.61","16,052,813.61","16,052,813.61","16,052,813.61",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
13/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,052,813.61","9,553,692.28","16,052,813.61","9,553,692.28",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
14/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"9,553,692.28","9,285,204.48","9,553,692.28","9,285,204.48",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
15/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"9,285,204.48","6,505,885.19","9,285,204.48","6,505,885.19",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
16/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"6,505,885.19","6,505,885.19","6,505,885.19","6,505,885.19",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
18/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"6,505,885.19","6,505,152.48","6,505,885.19","6,505,152.48",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
19/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"6,505,152.48","11,083,310.74","6,505,152.48","11,083,310.74",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
20/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"11,083,310.74","11,083,310.74","11,083,310.74","11,083,310.74",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
21/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"11,083,310.74","4,264,770.99","11,083,310.74","4,264,770.99",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
22/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"4,264,770.99","2,830,377.93","4,264,770.99","2,830,377.93",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
23/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,830,377.93","2,830,377.93","2,830,377.93","2,830,377.93",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
25/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,830,377.93","2,742,133.48","2,830,377.93","2,742,133.48",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
26/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,742,133.48","2,290,731.43","2,742,133.48","2,290,731.43",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
27/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,290,731.43","2,290,731.43","2,290,731.43","2,290,731.43",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
28/2/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,290,731.43","13,115,194.72","2,290,731.43","13,119,395.01",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
1/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"13,115,194.72","34,301,129.01","13,119,395.01","34,301,129.01",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
2/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"34,301,129.01","34,301,129.01","34,301,129.01","34,301,129.01",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
4/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"34,301,129.01","33,950,905.34","34,301,129.01","33,950,905.34",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
5/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"33,950,905.34","50,843,933.43","33,950,905.34","50,843,933.43",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
6/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"50,843,933.43","50,843,933.43","50,843,933.43","50,843,933.43",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
7/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"50,843,933.43","7,843,860.99","50,843,933.43","7,843,860.99",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
8/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,843,860.99","7,843,860.99","7,843,860.99","7,843,860.99",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
9/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,843,860.99","7,843,860.99","7,843,860.99","7,843,860.99",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
11/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,843,860.99","7,937,610.99","7,843,860.99","7,937,610.99",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
12/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,937,610.99","6,319,741.89","7,937,610.99","6,319,741.89",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
13/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"6,319,741.89","6,400,021.24","6,319,741.89","6,400,021.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
14/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"6,400,021.24","6,157,872.74","6,400,021.24","6,157,872.74",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
15/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"6,157,872.74","3,554,412.82","6,157,872.74","3,554,412.82",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
16/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"3,554,412.82","3,554,412.82","3,554,412.82","3,554,412.82",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
18/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"3,554,412.82","3,444,122.91","3,554,412.82","3,444,122.91",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
19/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"3,444,122.91","3,444,122.91","3,444,122.91","3,444,122.91",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
20/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"3,444,122.91","16,504,056.33","3,444,122.91","16,504,056.33",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
21/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,504,056.33","5,520,563.12","16,504,056.33","5,520,563.12",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
22/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"5,520,563.12","2,443,488.63","5,520,563.12","2,443,488.63",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
23/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,443,488.63","2,443,488.63","2,443,488.63","2,443,488.63",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
25/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"2,443,488.63","855,329.46","2,443,488.63","855,329.46",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
26/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"855,329.46","42,247,415.28","855,329.46","42,247,415.28",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
27/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"42,247,415.28","29,031,756.31","42,247,415.28","29,031,756.31",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
28/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"29,031,756.31","29,031,756.31","29,031,756.31","29,031,756.31",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
29/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"29,031,756.31","1,821,082.21","29,031,756.31","1,821,082.21",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
30/3/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,821,082.21","1,821,082.21","1,821,082.21","1,827,406.27",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
1/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,821,082.21","1,827,406.27","1,827,406.27","1,827,406.27",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
2/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,827,406.27","1,263,608.32","1,827,406.27","1,263,608.32",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
3/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,263,608.32","1,263,608.32","1,263,608.32","1,263,608.32",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
4/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,263,608.32","1,341,337.20","1,263,608.32","1,341,337.20",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
5/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,341,337.20","1,341,337.20","1,341,337.20","1,341,337.20",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
6/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,341,337.20","1,341,337.20","1,341,337.20","1,341,337.20",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
8/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,341,337.20","1,341,337.20","1,341,337.20","1,341,337.20",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
9/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,341,337.20","1,520,511.27","1,341,337.20","1,520,511.27",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
10/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,520,511.27","1,921,690.39","1,520,511.27","1,921,690.39",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
11/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"1,921,690.39","16,222,823.69","1,921,690.39","16,222,823.69",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
12/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,222,823.69","16,181,536.33","16,222,823.69","16,181,536.33",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
13/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,181,536.33","16,181,536.33","16,181,536.33","16,181,536.33",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
15/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,181,536.33","16,181,536.33","16,181,536.33","16,181,536.33",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
16/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,181,536.33","16,181,536.33","16,181,536.33","16,181,536.33",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
17/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,181,536.33","15,605,283.63","16,181,536.33","15,605,283.63",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
18/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,605,283.63","15,880,258.63","15,605,283.63","15,880,258.63",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
20/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,880,258.63","15,880,258.63","15,880,258.63","15,880,258.63",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
22/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,880,258.63","16,150,799.00","15,880,258.63","16,150,799.00",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
23/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,150,799.00","15,771,780.86","16,150,799.00","15,771,780.86",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
24/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,771,780.86","15,771,780.86","15,771,780.86","15,771,780.86",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
25/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"15,771,780.86","45,353,703.28","15,771,780.86","45,353,703.28",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
26/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"45,353,703.28","45,353,703.28","45,353,703.28","45,353,703.28",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
27/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"45,353,703.28","45,353,703.28","45,353,703.28","45,353,703.28",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
29/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"45,353,703.28","45,353,703.28","45,353,703.28","45,353,703.28",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
30/4/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"45,353,703.28","43,649,486.03","45,353,703.28","43,656,564.89",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
2/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"43,649,486.03","43,533,240.22","43,656,564.89","43,533,240.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
3/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"43,533,240.22","53,533,240.22","43,533,240.22","53,533,240.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
4/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"53,533,240.22","53,533,240.22","53,533,240.22","53,533,240.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
6/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"53,533,240.22","53,533,240.22","53,533,240.22","53,533,240.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
7/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"53,533,240.22","53,533,240.22","53,533,240.22","53,533,240.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
8/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"53,533,240.22","53,533,240.22","53,533,240.22","53,533,240.22",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
9/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"53,533,240.22","53,355,610.97","53,533,240.22","53,355,610.97",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
10/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"53,355,610.97","66,821,973.30","53,355,610.97","66,821,973.30",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
11/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"66,821,973.30","66,821,973.30","66,821,973.30","66,821,973.30",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
13/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"66,821,973.30","66,821,973.30","66,821,973.30","66,821,973.30",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
14/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"66,821,973.30","60,153,744.29","66,821,973.30","60,153,744.29",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
15/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"60,153,744.29","7,433,848.68","60,153,744.29","7,433,848.68",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
16/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,433,848.68","7,433,848.68","7,433,848.68","7,433,848.68",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
17/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,433,848.68","7,252,532.02","7,433,848.68","7,252,532.02",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
18/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,252,532.02","7,252,532.02","7,252,532.02","7,252,532.02",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
